text,sentiment
I am super unhappy with the buggy flight.,negative
An awesome meal with extremely awesome quality!,positive
A broken hotel with really broken quality!,negative
A annoying acting with absolutely annoying quality!,negative
The product produces completely durable performance!,positive
The product is available in green and weighs 372 grams.,neutral
The manual produces brilliant performance!,positive
The delivery has completely broken performance!,negative
This room gave me a headache and feels totally clunky.,negative
The performance is incredibly unhelpful and causes constant crashes and bugs.,negative
I am completely happy with the wonderful delivery.,positive
An awesome manual with awesome quality!,positive
The product is available in black and weighs 332 grams.,neutral
The shipment to New York weighs around 147 grams.,neutral
The camera is extremely first-class and is a delight to use.,positive
A frustrating acting with really frustrating quality!,negative
I am truly unhappy with the terrible battery backup.,negative
The product is available in green and weighs 168 grams.,neutral
The shipment to Berlin weighs around 18 grams.,neutral
The customer support produces very superb performance!,positive
The shoes is absolutely tasteless and gave me a headache.,negative
The shipment to New York weighs around 109 grams.,neutral
The shipment is completely first-class and is a delight to use.,positive
The hotel room contains a extra straps and a laptop.,neutral
I am truly unhappy with the abysmal customer support.,negative
I am super happy with the phenomenal hotel.,positive
This customer support is a delight to use and feels totally crisp.,positive
The shipment to London weighs around 137 grams.,neutral
An awesome shipment with truly awesome quality!,positive
The app is exceptionally unhelpful and gave me a headache.,negative
This shipment is top quality and feels incredibly exceptional.,positive
The performance is exceptionally delightful and works like a charm.,positive
I am unhappy with the defective shoes.,negative
The schedule is super atrocious and flickers constantly and overheats quickly.,negative
I am extremely unhappy with the horrible room.,negative
This experience broke on the first day and feels tasteless.,negative
The performance has very faulty performance!,negative
The shipment to New York weighs around 330 grams.,neutral
This storyline is full of annoying bugs and feels really overpriced.,negative
I am very unhappy with the faulty camera.,negative
The performance is incredibly phenomenal and is top quality.,positive
I am incredibly happy with the unbeatable shipment.,positive
The shipment has exceptionally cold performance!,negative
I am extremely happy with the terrific build quality.,positive
The flight is truly prompt and exceeded all my expectations.,positive
The packaging is truly flawed and gave me a headache.,negative
The hotel room contains a carrying case and a table.,neutral
This meal stopped working after two days and feels totally horrible.,negative
The product is available in white and weighs 180 grams.,neutral
The shipment to Sydney weighs around 167 grams.,neutral
The app has very frustrating performance!,negative
The screen is poor and stopped working after two days.,negative
The product is available in blue and weighs 417 grams.,neutral
The shipment to Tokyo weighs around 363 grams.,neutral
The product is available in silver and weighs 434 grams.,neutral
The display has extremely cold performance!,negative
An lovely customer support with absolutely lovely quality!,positive
The shipment to Mumbai weighs around 36 grams.,neutral
The shipment to Sydney weighs around 83 grams.,neutral
The meal has incredibly faulty performance!,negative
The shipment to Berlin weighs around 456 grams.,neutral
The product is available in green and weighs 329 grams.,neutral
This laptop deserves five stars and feels very excellent.,positive
The product is available in red and weighs 416 grams.,neutral
